date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-09-16,阿根廷,中国,INVAP SOCIEDAD DEL ESTADO,,,,,,,China,,,,90221490200,"LOS DEMAS ACELERADORES LINEALES. LOS DEMAS, PARA USO MEDICO, QUIRURGICO O VETERINARIO. APARATOS DE RAYOS X Y APARATOS QUE UTILICEN RADIACIONES ALFA, BETA GAMMA O DEMAS RADIACIONES IONIZANTES, INCLUSO PARA USO MEDICO, QUIRURGICO, ODONTOLOGICO O VETERINARIO, INCLUIDOS LOS APARATOS DE RADIOGRAFIA O RADIOTERAPIA, TUBOS DE RAYOS X Y DEMAS DISPOSITIVOS GENERADORES DE RAYOS X, GENERADORES DE TENSION, CONSOLAS DE MANDO, PANTALLAS, MESAS, SILLONES Y SOPORTES SIMILARES PARA EXAMEN O TRATAMIENTO. INSTRUMENTOS Y APARATOS DE OPTICA, FOTOGRAFIA O CINEMATOGRAFIA, DE MEDIDA, CONTROL O PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOS INSTRUMENTOS O APARATOS. ELEKTA EVO",,1.0,Unidades,12956.6,2528186.3,,,ELEKTA
2025-05-14,埃塞俄比亚,中国,ETHIOPIAN PHARMACEUTICALS SUPPLY SE,,,,,,,China,,,,90221400,"-- Other, for medical, surgical or veterinary uses",,33.0,UNT,71280.0,2217309.65,,,
2025-01-31,肯尼亚,中国,RUAI FAMILY HOSPITAL LIMITED,ELEKTA SOLUTIONS AB,,7593 SWEDEN,,,,China,Kenya,,,9022140000,H; ELEKTA HARMONY WITH MOSAIQ; ELEKTA HARMONY WITH MOSAIQ; 2030; ELEKTA SOLUTION,,1.0,UNT,0.0,1957793.6446,,,
2025-08-13,乌拉圭,中国,SANATORIO AMERICANO S A,,,,,,,Republica Popular de China,,,,9022149090,"LOS DEMAS. LOS DEMAS, PARA USO MEDICO, QUIRURGICO O VETERINARIO. APARATOS DE RAYOS X Y APARATOS QUE UTILICEN RADIACIONES ALFA, BETA GAMMA O DEMAS RADIACIONES IONIZANTES, INCLUSO PARA USO MEDICO, QUIRURGICO, ODONTOLOGICO O VETERINARIO, INCLUIDOS LO",,1.0,Unidad (C/U),7932.0,1900461.3,,,
2025-01-24,菲律宾,中国,BASEMED KARE INC,ELEKTA PTE LTD,"UNIT 303 1920 M ADRIATICO ST BRGY 702 ZONE 077 MALATE, MANILA CITY",,,,,CHINA,,,,90221400000,ONE SET BUNDLE LINAC HARMONY PRO DETAILS AS PER SCOPE OF SUPPLY AS EXHIBIT A. AS PER CONTRACT NO.HK2023100602 (2023-406832-DR)(ELEKTA HARMONY PRO MEDICAL LINEAR ACCELERATOR) (ELEKTA PTE LTD),,1.0,PIECE,9415.65,1882280.0,EF24120086,,
2025-08-23,印度,中国,SHALBY LIMITED,ELEKTA SOLUTIONS AB,"OPP- KARNAVATI CLUB,  S.G. HIGHWAY ROAD, ","HAGAPLAN 4 SDNF 113 68 STOCKHOLM, SWEDEN",,,,China (CN),,Tianjin,,90221490,ONE SET OF ELEKTA INFINITY - DIGITAL LINEAR ACCELERATOR WITHTRIPLE PHOTON ENERGIES - AS PER INVOICETREATMENT PLANNING SYSTEM,,1.0,UNT,0.0,1620000.0,,,
2025-08-23,印度,中国,SHALBY LIMITED,ELEKTA SOLUTIONS AB,"OPP- KARNAVATI CLUB,  S.G. HIGHWAY ROAD, ","HAGAPLAN 4 113 68 STOCKHOLM, SDNF SWEDEN",,,,China (CN),,Tianjin,,90221490,ONE SET OF ELEKTA INFINITY - DIGITAL LINEAR ACCELERATOR WITHTRIPLE PHOTON ENERGIES (AS PER INVOICE)TREATMENT PLANNING SYSTEM,,1.0,UNT,0.0,1620000.0,,,
2025-05-13,印度,中国,SMT NANDAMURI BASAVA TARAKA RAMA RAO MEMORIAL CAN,SIEMENS HEALTHINEERS INTERNATIONAL AG,"ROAD.NO,14,BANJARA HILLS,  N/A",,,,,CHINA,,Xingang,NHAVA SHEVA SEA (INNSA1),90221490,(PARTIAL SHIPMENT) LINEAR ACCELERATOR HALCYON FOR MEDICAL APPLICATION (AS PER INV)(PARTIAL SHIPMENT) LINEAR ACCELERATOR HALCYON FOR MEDICAL AP,,1.0,SET,0.0,1493822.5524,48ZR2T4CBB02D,,
2025-03-07,印度,中国,CANCER TREATMENT SERVICES HYDERABAD PRIVATE LIMITE,SIEMENS HEALTHINEERS INTERNATIONAL AG,"1-111/4/2/1,VIDYUTH NAGAR, BACKSIDE OF APARNA TOWERS, KOTHAGUDA POST, ",,,,,CHINA,,Tianjin,TUGHLAKABAD,90221490,LINEAR ACCELERATOR HALCYON INCL. COMPONENT PARTS AND STANDARD ACCESSORIES FOR MEDICAL APPLICATIONLINEAR ACCELERATOR HALCYON INCL. COMPONENT PARTS AND STANDAR,,1.0,SET,0.0,1470557.81,XN4LDL7GDFKOY,,
2025-09-23,印度,中国,STATE GOVERNMENT AND AGENCIES,SIEMENS HEALTHINEERS INTERNATIONAL AG,SANJAY GANDHI ZOOLIGCAL GARDEN ZOO Contact No:,HINTERBERGSTRASSE 14 CH-6312 STEINHAUSEN SDNF CH,,,,China (CN),,Xingang,,90221490,(PARTIAL SHIPMENT) LINEAR ACCELERATOR HALCYON INCL COMPONENTS PARTS AND STANDARD ACCESSORIES FOR MEDICAL APPLICATION.(PARTIAL SHIPMENT) LINEAR ACCELERATOR HALCYON INCL COMPONENT,,1.0,SET,0.0,1403900.0,,,
