date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-02-28,菲律宾,中国,E FUTURE MOTORS PH INC,HAINAN FENGQUAN ENERGY,"DOOR 10, LUXUR PLACE, MAGSAYSAY AVE. SINGCANG-AIRPORT, BACOLOD CITY, NEGROS OCCIDENTAL",,,,,CHINA,,,,85076033000,LITHIUM-ION BATTERY PACK,,2.0,PIECE,480.0,520.1,EGLV142404022939,,
2025-02-26,越南,中国,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,BYD LITHIUM BATTERY CO LTD,"No. 05 Pham Hung Street, My Dinh 2 Ward, Nam Tu Liem District, Hanoi City","NO.3001, BAOHE ROAD, BAOLONG INDUSTRIAL CITY, LONGGANG STREET, LONGGANG DISTRICT, SHENZHEN, P.R. CHINA, CN",,,,China,,,,85076031,"RF5VP#&Bộ Pin lithium-ion,model:W8YWH,Lithium-ion battery ,Dùng cho máy tính xách tay, (GC02003G31L) dung lượng: 4700mAh. Hàng mới 100%,RF5VP#&Lithium-ion battery pack, model:W8YWH,Lithium-ion battery, For laptop, (GC02003G31L) capacity: 4700mAh. 100% new",,2.0,Pieces,0.0,43.52,,,
2025-02-26,越南,中国,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,BYD LITHIUM BATTERY CO LTD,"No. 05 Pham Hung Street, My Dinh 2 Ward, Nam Tu Liem District, Hanoi City","NO.3001, BAOHE ROAD, BAOLONG INDUSTRIAL CITY, LONGGANG STREET, LONGGANG DISTRICT, SHENZHEN, P.R. CHINA, CN",,,,China,,,,85076031,"01W6F#&Bộ Pin lithium-ion,model:CGR6V,Lithium-ion battery,dùng cho máy tính xách tay, (GC02003FS1L) dung lượng: 4000mAh. Hàng mới 100%,01W6F#&Lithium-ion battery pack, model: CGR6V, Lithium-ion battery, for laptop, (GC02003FS1L) capacity: 4000mAh. 100% new",,5.0,Pieces,0.0,75.1,,,
2025-02-26,越南,中国,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,BYD LITHIUM BATTERY CO LTD,"No. 05 Pham Hung Street, My Dinh 2 Ward, Nam Tu Liem District, Hanoi City","NO.3001, BAOHE ROAD, BAOLONG INDUSTRIAL CITY, LONGGANG STREET, LONGGANG DISTRICT, SHENZHEN, P.R. CHINA, CN",,,,China,,,,85076031,"RF5VP#&Bộ Pin lithium-ion,model:W8YWH,Lithium-ion battery ,Dùng cho máy tính xách tay, (GC02003G31L) dung lượng: 4700mAh. Hàng mới 100%,RF5VP#&Lithium-ion battery pack, model:W8YWH,Lithium-ion battery, For laptop, (GC02003G31L) capacity: 4700mAh. 100% new",,5.0,Pieces,0.0,108.8,,,
2025-02-26,哈萨克斯坦,中国,ТОО GOOD TOOLS KZ,SHANGHAI DATECH IMP &EXP ENTERPRISES CO LTD,"Г.АЛМАТЫ МИКРОРАЙОН ТАУСАМАЛЫ, УЛИЦА ГЕРОЛЬД БЕЛЬГЕР ДОМ56","SHANGHAI PUDONG NEW AREA, HUANQIAO ROAD, LANE555,NO31",,,"SATA AUTOMOTIVE TECHNOLOGY (SHANGHAI) CO., LTD",China,Kazakhstan,,,8507600000,",J SERIES 18V 4.0AH LI-ION BATTERY PACK",,25.0,ШТ,16.75,1156.36,,,SATA
2025-02-26,越南,中国,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,BYD LITHIUM BATTERY CO LTD,"No. 05 Pham Hung Street, My Dinh 2 Ward, Nam Tu Liem District, Hanoi City","NO.3001, BAOHE ROAD, BAOLONG INDUSTRIAL CITY, LONGGANG STREET, LONGGANG DISTRICT, SHENZHEN, P.R. CHINA, CN",,,,China,,,,85076031,"60GY0#&Bộ Pin lithium-ion,model:VMV83,Lithium-ion battery,Dùng cho máy tính xách tay,dung lượng: 4700mAh. Hàng mới 100%(GC02003G21L,60GY0),60GY0#&Lithium-ion battery pack,model:VMV83,Lithium-ion battery,For laptop,capacity: 4700mAh. 100% new(GC02003G21L,60GY0)",,9408.0,Pieces,0.0,204718.08,,,
2025-02-26,越南,中国,CÔNG TY TNHH RRC POWER SOLUTIONS,TREND POWER TECHNOLOGY PRIVATE LIMITED,"Area C, Lot Cn4-01, PTQ Area and Nam Dinh Vu Industrial Park (Area 1), Dinh Vu-Cat Hai Economic Zone, Dong Hai 2, Hai An, Hai Phong, Vietnam","5F, NO.656,SEC.2,PA TEH RD., HU KOU 30348, HSIN CHU HSIEN, TAIWAN, CHINA, CN",,,,China,,,,85076090,"110023-01#&Pin Lithium Ion Cell (loại pin sạc không dùng cho điện thoại/laptop/máy tính) dùng sản xuất bộ pin, dung lượng 3.4Ah, điện áp 3.6V, kt 18x65(mm), model INR18650-35E, Nsx SAMSUNG SDI.,110023-01#&Lithium Ion Cell battery (rechargeable battery not used for phones/laptops/computers) used to produce battery packs, capacity 3.4Ah, voltage 3.6V, size 18x65(mm), model INR18650-35E, manufacturer SAMSUNG SDI.",,300000.0,Pieces,0.0,684000.0,,,
2025-02-26,越南,中国,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,BYD LITHIUM BATTERY CO LTD,"No. 05 Pham Hung Street, My Dinh 2 Ward, Nam Tu Liem District, Hanoi City","NO.3001, BAOHE ROAD, BAOLONG INDUSTRIAL CITY, LONGGANG STREET, LONGGANG DISTRICT, SHENZHEN, P.R. CHINA, CN",,,,China,,,,85076031,"01W6F#&Bộ Pin lithium-ion,model:CGR6V, Lithium-ion battery, dùng cho máy tính xách tay, (GC02003FS1L) dung lượng: 4000mAh. Hàng mới 100%,01W6F#&Lithium-ion battery pack, model: CGR6V, Lithium-ion battery, for laptop, (GC02003FS1L) capacity: 4000mAh. 100% new",,2.0,Pieces,0.0,30.04,,,
2025-02-26,哈萨克斯坦,中国,ТОО GOOD TOOLS KZ,SHANGHAI DATECH IMP &EXP ENTERPRISES CO LTD,"Г.АЛМАТЫ МИКРОРАЙОН ТАУСАМАЛЫ, УЛИЦА ГЕРОЛЬД БЕЛЬГЕР ДОМ56","SHANGHAI PUDONG NEW AREA, HUANQIAO ROAD, LANE555,NO31",,,"SATA AUTOMOTIVE TECHNOLOGY (SHANGHAI) CO., LTD",China,Kazakhstan,,,8507600000,",J SERIES 18V 2.0AH LI-ION BATTERY PACK",,25.0,ШТ,10.25,686.45,,,SATA
2025-02-25,菲律宾,中国,SONY PHILIPPINES INC,SONY DIGITAL PRODUCTS WUXI CO LTD,"UNIT B AND C 10TH FLR AND 11TH FLR INOZA TOWER, 40TH ST. BGC, FORT BONIFACIO, TAGUIG",,,,,CHINA,,,,85076090000,NP-BX1//C5 ECN 2675656 RECHARGEABLE BATTERY PACK(LITHIUM-ION),,20.0,,0.49,374.0,GSFS250200240,,
