date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-10-30,越南,中国,CÔNG TY TNHH GREATSTAR INDUSTRIAL VIỆT NAM,HANGZHOU GREAT STAR INDUSTRIAL CO LTD,"Lot Cn8, Nam Cau Kien Industrial Park, Thien Huong Ward, Hai Phong City","NO.35 JIUHUAN ROAD, JIUBAO TOWN, HANGZHOU,310019, CHINA, CN",,,,China,,,,85076090,"Pin lithium  CAT.NO 48-11-2131 dùng cho dụng cụ đo cân bằng laser, có thể sạc lại, nhãn hiệu Milwaukee, 4V, 3.0Ah . Mới 100%,Lithium battery CAT.NO 48-11-2131 used for measuring weight laser rechargeable, brand Milwaukee, 4V, 3.0 Ah . New 100%",,5000.0,Pieces,0.0,5395.0,,,
2025-10-30,越南,中国,CÔNG TY TNHH GREATSTAR INDUSTRIAL VIỆT NAM,HANGZHOU GREAT STAR INDUSTRIAL CO LTD,"Lot Cn8, Nam Cau Kien Industrial Park, Thien Huong Ward, Hai Phong City","NO.35 JIUHUAN ROAD, JIUBAO TOWN, HANGZHOU,310019, CHINA, CN",,,,China,,,,85076090,"Pin lithium  CAT.NO 48-11-2131 dùng cho dụng cụ đo cân bằng laser, có thể sạc lại, nhãn hiệu Milwaukee, 4V, 3.0Ah . Mới 100%,Lithium battery CAT.NO 48-11-2131 used for measuring weight laser rechargeable, brand Milwaukee, 4V, 3.0 Ah . New 100%",,13000.0,Pieces,0.0,17927.0,,,
2025-10-29,越南,美国,CÔNG TY TNHH HUADA VIỆT NAM,TECHTRONIC CORDLESS GP,"1st Floor, Nx 2, Rented from Greatstar Industrial Vietnam Co., Ltd., Lot Cn8, Nck Industrial Park, Thien Huong, Hai Phong","100 INNOVATION WAY, ANDERSON SC 29621, US, US",,,,China,,,,85076090,"91.32.07.0009#&Pin lithium-ion CAT.NO 48-11-2440 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee,  pin sạc lại được, 12V, 4.0Ah . Mới 100%,91.32.07.0009#&amp;lithium-ion Battery CAT.NO 48-11-2440 used for measuring weight, laser label , Milwaukee, battery charger again, 12V, 4.0 Ah . New 100%",,360.0,Pieces,0.0,4510.8,,,
2025-10-29,越南,美国,CÔNG TY TNHH HUADA VIỆT NAM,TECHTRONIC CORDLESS GP,"1st Floor, Nx 2, Rented from Greatstar Industrial Vietnam Co., Ltd., Lot Cn8, Nck Industrial Park, Thien Huong, Hai Phong","100 INNOVATION WAY, ANDERSON SC 29621, US, US",,,,China,,,,85076090,"91.32.07.0009#&Pin lithium-ion CAT.NO 48-11-2440 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee,  pin sạc lại được, 12V, 4.0Ah . Mới 100%,91.32.07.0009#&amp;lithium-ion Battery CAT.NO 48-11-2440 used for measuring weight, laser label , Milwaukee, battery charger again, 12V, 4.0 Ah . New 100%",,676.0,Pieces,0.0,8470.28,,,
2025-10-29,越南,美国,CÔNG TY TNHH HUADA VIỆT NAM,TECHTRONIC CORDLESS GP,"1st Floor, Nx 2, Rented from Greatstar Industrial Vietnam Co., Ltd., Lot Cn8, Nck Industrial Park, Thien Huong, Hai Phong","100 INNOVATION WAY, ANDERSON SC 29621, US, US",,,,China,,,,85076090,"91.32.07.0009#&Pin lithium-ion CAT.NO 48-11-2440 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee,  pin sạc lại được, 12V, 4.0Ah . Mới 100%,91.32.07.0009#&amp;lithium-ion Battery CAT.NO 48-11-2440 used for measuring weight, laser label , Milwaukee, battery charger again, 12V, 4.0 Ah . New 100%",,1802.0,Pieces,0.0,22579.06,,,
2025-10-29,越南,美国,CÔNG TY TNHH HUADA VIỆT NAM,TECHTRONIC CORDLESS GP,"1st Floor, Nx 2, Rented from Greatstar Industrial Vietnam Co., Ltd., Lot Cn8, Nck Industrial Park, Thien Huong, Hai Phong","100 INNOVATION WAY, ANDERSON SC 29621, US, US",,,,China,,,,85076090,"91.32.07.0009#&Pin lithium-ion CAT.NO 48-11-2440 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee,  pin sạc lại được, 12V, 4.0Ah . Mới 100%,91.32.07.0009#&amp;lithium-ion Battery CAT.NO 48-11-2440 used for measuring weight, laser label , Milwaukee, battery charger again, 12V, 4.0 Ah . New 100%",,1374.0,Pieces,0.0,17216.22,,,
2025-10-22,越南,中国,CÔNG TY TNHH GREATSTAR INDUSTRIAL VIỆT NAM,HANGZHOU GREAT STAR INDUSTRIAL CO LTD,"Lot Cn8, Nam Cau Kien Industrial Park, Thien Huong Ward, Hai Phong City","NO.35 JIUHUAN ROAD, JIUBAO TOWN, HANGZHOU,310019, CHINA, CN",,,,China,,,,85076090,"Pin lithium  CAT.NO 48-11-2131 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee, 4V, 3.0Ah . Mới 100%,Lithium battery CAT.NO 48-11-2131 used for measuring weight, laser label , Milwaukee, 4V, 3.0 Ah . New 100%",,5000.0,Pieces,0.0,6895.0,,,
2025-10-22,越南,中国,CÔNG TY TNHH GREATSTAR INDUSTRIAL VIỆT NAM,HANGZHOU GREAT STAR INDUSTRIAL CO LTD,"Lot Cn8, Nam Cau Kien Industrial Park, Thien Huong Ward, Hai Phong City","NO.35 JIUHUAN ROAD, JIUBAO TOWN, HANGZHOU,310019, CHINA, CN",,,,China,,,,85076090,"Pin lithium  CAT.NO 48-11-2131 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee, 4V, 3.0Ah . Mới 100%,Lithium battery CAT.NO 48-11-2131 used for measuring weight, laser label , Milwaukee, 4V, 3.0 Ah . New 100%",,5000.0,Pieces,0.0,5395.0,,,
2025-10-17,越南,美国,CÔNG TY TNHH HUADA VIỆT NAM,TECHTRONIC CORDLESS GP,"1st Floor, Nx 2, Rented from Greatstar Industrial Vietnam Co., Ltd., Lot Cn8, Nck Industrial Park, Thien Huong, Hai Phong","100 INNOVATION WAY, ANDERSON SC 29621, US, US",,,,China,,,,85076090,"91.32.07.0008#&Pin lithium-ion  CAT.NO 48-11-2130 dùng cho dụng cụ đo cân bằng laser , nhãn hiệu Milwaukee, 12V, 3.0Ah, pin sạc lại được. Mới 100%,91.32.07.0008#&amp;lithium-ion Battery CAT.NO 48-11-2130 used for measuring weight, laser label , Milwaukee, 12V, 3.0 Ah, battery charging again. New 100%",,1008.0,Pieces,0.0,8537.76,,,
2025-10-07,越南,中国,CÔNG TY TNHH CÔNG NGHỆ JIAWEI VIỆT NAM,SHENZHEN JIANENG TRADING CO LTD,"Road D3, Nhon Trach II Industrial Park - Loc Khang, Nhon Trach Commune, Dong Nai, Vietnam","BUILDING A1101, NO.7 HUANPING ROAD, PINGDI STREET, LONGGANG DISTRICT, SHENZHEN, CHINA, CN",,,,China,,,,85076090,"Pin bằng ion liti có thể sạc lại, dùng cho đèn ngoài vườn-Li-ion Battery, điện áp:3.2V, dung lượng: 500mAh, Kt:(14*48)mm, NSX: ShenZhen Mottcell. Mới 100% BOM#10121000500M10,Battery ion lithium rechargeable, for lamp outdoor, garden-Li-ion Battery voltage:3.2 V capacity: 500mAh, Kt:(14*48)mm, MANUFACTURER: ShenZhen Mottcell. 100% new BOMB#10121000500M10",,40000.0,Pieces,0.0,13696.0,,,
2025-10-06,越南,越南,TTI PARTNERS SPC ACTING FOR THE ACCOUNT OF MPV SP,CÔNG TY TNHH GREEN PLANET DISTRIBUTION CENTRE,"UNIT E-F, 26/F, CENTRO COMERCIAL DA PRAIA GRANDE, NO. 429 AVENIDA DA PRAIA GRANDE, MACAU, VN","Lot A3.1, Area A3, Road D2&N2, Tan Phu Trung Industrial Park, Cu Chi Commune, Ho Chi Minh City, Vietnam",,,,,Vietnam,,,85076039,"133597300DG9#&Bộ pin sạc bằng Li-ion(18V, 6.0AH,108Wh),NH: Ryobi,model: PBP017_P/P ASS'Y,18V-DC 6.0AH LI-ION PACK/WITH EVE 20P 2.0AH CELL/PBP017.Mới 100%.TKN:107203376340/E15.Dòng 48#&CN,133597300DG9#&amp;battery charger with Li-ion battery(18V, 6.0 AH 108Wh),NH: Ryobi,model: PBP017_P/P ASS'y,18V-DC 6.0 AH LI-ION battery PACK/WITH EVE 20P 2.0 AH CELL/PBP017.100% new.TKN:107203376340/E15.Line 48#&amp;CN",,2.0,Pieces,0.0,45.3806,,,
2025-10-03,越南,中国,CÔNG TY CỔ PHẦN ABSE,BLUE CARBON TECHNOLOGY INC,"306/80 Xo Viet Nghe Tinh, Thanh My Tay Ward, Ho Chi Minh City, Vietnam","NO C1 TECHNOLOGY INNOVATION, HIGH-TECH ZONE,276800, RIZHAO CITY, SHANDONG PROVINCE, CHINA., CN",,,,China,,,,85076039,"Bộ Pin lithium ion 48VDC-300AH, công suất: 15kWh, Model: BCT-V-48-300, Nhãn hiệu: Blue Carbon, dùng cho bộ lưu giữ điện - Hàng mới 100%,The lithium ion Battery 48VDC-300AH capacity: 15kWh, Model: BCT-V-48-300, brand: Blue Carbon, used for the retention of power - 100% brand new",,10.0,Set,0.0,9120.0,,,
2025-10-02,越南,美国,CÔNG TY TNHH TECHTRONIC TOOLS VIỆT NAM,MILWAUKEE ELECTRIC TOOL CORPORATION,"Lot I-14.5, Road D14, High-Tech Park, Tang Nhon Phu Ward, Ho Chi Minh City, Vietnam","13135 W.LISBON ROAD, BROOKFILED, WI 53005, UNITED STATES, US",,,,China,,,,85076039,"CP00001690#&Hàng mẫu NK phục vụ nghiên cứu: Bộ pin sạc bằng Li-ion (18V, 6.0Ah), nhãn hiệu Milwaukee, model 48-11-1861 - M18 Lithium-Ion REDLITHIUM FORGE 6.0 Ah Battery Pack. Mới 100%,CP00001690#&amp;samples NK service research: battery charger with Li-ion battery (18V, 6.0 Ah), trademark Milwaukee, model 48-11-1861 - M18 Lithium-Ion REDLITHIUM FORGE 6.0 Ah Battery Pack. New 100%",,4.0,Pieces,0.0,916.0,,,
